Año;Mes;Moneda;Partida;Nombre Partida;Subtítulo;Nombre Subtítulo;Ejecución de Mayo;Ejecución a Mayo
2026;Mayo;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;07;INGRESOS DE OPERACIÓN;662.071;3.810.197
2026;Mayo;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;08;OTROS INGRESOS CORRIENTES;6.643.404;37.213.977
2026;Mayo;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;09;APORTE FISCAL;1.138.031.107;6.310.003.207
2026;Mayo;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;10;VENTA DE ACTIVOS NO FINANCIEROS;19.129;55.879
2026;Mayo;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;11;VENTA DE ACTIVOS FINANCIEROS;0;201.635.861
2026;Mayo;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;12;RECUPERACIÓN DE PRÉSTAMOS;15.044.337;100.731.938
2026;Mayo;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;21;GASTOS EN PERSONAL;20.490.088;122.124.120
2026;Mayo;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;22;BIENES Y SERVICIOS DE CONSUMO;14.462.070;68.626.464
2026;Mayo;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;23;PRESTACIONES DE SEGURIDAD SOCIAL;1.285.423.172;6.129.459.698
2026;Mayo;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;24;TRANSFERENCIAS CORRIENTES;113.184.744;524.905.401
2026;Mayo;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;25;INTEGROS AL FISCO;538.459;2.173.921
2026;Mayo;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;26;OTROS GASTOS CORRIENTES;162.809;390.250
2026;Mayo;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;336.481;2.679.704
2026;Mayo;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;30;ADQUISICIÓN DE ACTIVOS FINANCIEROS;3.886.192;3.886.192
2026;Mayo;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;32;PRÉSTAMOS;11.514.043;70.240.926
2026;Mayo;PESOS;15;MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL;34;SERVICIO DE LA DEUDA;1.867;32.507.665
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;04;IMPOSICIONES PREVISIONALES;337.811.610;1.847.246.964
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;05;TRANSFERENCIAS CORRIENTES;30.093.178;216.059.830
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;06;RENTAS DE LA PROPIEDAD;315.955;1.644.090
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;07;INGRESOS DE OPERACIÓN;16.958.146;104.801.108
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;08;OTROS INGRESOS CORRIENTES;14.096.760;83.003.065
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;09;APORTE FISCAL;1.203.770.771;5.897.981.920
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;12;RECUPERACIÓN DE PRÉSTAMOS;134.518.103;1.468.655.746
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;13;TRANSFERENCIAS PARA GASTOS DE CAPITAL;15.000.000;25.730.098
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;21;GASTOS EN PERSONAL;495.102.473;2.776.423.688
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;22;BIENES Y SERVICIOS DE CONSUMO;357.192.945;2.123.277.472
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;23;PRESTACIONES DE SEGURIDAD SOCIAL;132.831.690;690.611.581
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;24;TRANSFERENCIAS CORRIENTES;370.880.713;2.082.554.842
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;25;INTEGROS AL FISCO;16.231.524;65.081.018
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;26;OTROS GASTOS CORRIENTES;8.538.272;46.869.040
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;1.100.974;4.964.335
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;31;INICIATIVAS DE INVERSIÓN;25.733.972;120.291.873
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;32;PRÉSTAMOS;4.495.989;24.687.448
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;33;TRANSFERENCIAS DE CAPITAL;755.606;94.763.141
2026;Mayo;PESOS;16;MINISTERIO DE SALUD;34;SERVICIO DE LA DEUDA;2.364.882;594.741.427
2026;Mayo;PESOS;17;MINISTERIO DE MINERÍA;05;TRANSFERENCIAS CORRIENTES;38.604;121.989
2026;Mayo;PESOS;17;MINISTERIO DE MINERÍA;07;INGRESOS DE OPERACIÓN;368.389;1.319.053
2026;Mayo;PESOS;17;MINISTERIO DE MINERÍA;08;OTROS INGRESOS CORRIENTES;90.647;302.179
2026;Mayo;PESOS;17;MINISTERIO DE MINERÍA;09;APORTE FISCAL;3.617.258;20.284.714
2026;Mayo;PESOS;17;MINISTERIO DE MINERÍA;12;RECUPERACIÓN DE PRÉSTAMOS;0;508.253
2026;Mayo;PESOS;17;MINISTERIO DE MINERÍA;21;GASTOS EN PERSONAL;2.519.720;14.978.214
2026;Mayo;PESOS;17;MINISTERIO DE MINERÍA;22;BIENES Y SERVICIOS DE CONSUMO;527.555;2.816.080
2026;Mayo;PESOS;17;MINISTERIO DE MINERÍA;24;TRANSFERENCIAS CORRIENTES;9.344;227.703
2026;Mayo;PESOS;17;MINISTERIO DE MINERÍA;25;INTEGROS AL FISCO;64.538;247.329
2026;Mayo;PESOS;17;MINISTERIO DE MINERÍA;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;61.468;339.936
2026;Mayo;PESOS;17;MINISTERIO DE MINERÍA;34;SERVICIO DE LA DEUDA;0;3.518.648
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;05;TRANSFERENCIAS CORRIENTES;435.162;1.559.038
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;06;RENTAS DE LA PROPIEDAD;36.099;208.425
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;07;INGRESOS DE OPERACIÓN;234.441;1.323.827
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;08;OTROS INGRESOS CORRIENTES;2.849.028;11.556.019
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;09;APORTE FISCAL;343.083.396;2.042.120.219
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;12;RECUPERACIÓN DE PRÉSTAMOS;145.361.744;562.069.208
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;13;TRANSFERENCIAS PARA GASTOS DE CAPITAL;1.656;522.746
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;21;GASTOS EN PERSONAL;14.424.810;85.448.300
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;22;BIENES Y SERVICIOS DE CONSUMO;1.925.747;9.165.403
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;23;PRESTACIONES DE SEGURIDAD SOCIAL;0;77.438
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;24;TRANSFERENCIAS CORRIENTES;135.994;1.319.695
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;25;INTEGROS AL FISCO;391.581;3.078.461
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;26;OTROS GASTOS CORRIENTES;16.738;1.393.649
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;36.212;1.910.136
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;31;INICIATIVAS DE INVERSIÓN;20.752.350;104.959.625
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;32;PRÉSTAMOS;119.425.238;776.623.050
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;33;TRANSFERENCIAS DE CAPITAL;340.193.151;1.385.491.588
2026;Mayo;PESOS;18;MINISTERIO DE VIVIENDA Y URBANISMO;34;SERVICIO DE LA DEUDA;-663.984;224.512.087
2026;Mayo;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;05;TRANSFERENCIAS CORRIENTES;4.366;10.153.708
2026;Mayo;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;07;INGRESOS DE OPERACIÓN;84.432;384.511
2026;Mayo;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;08;OTROS INGRESOS CORRIENTES;202.687;1.555.337
2026;Mayo;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;09;APORTE FISCAL;180.575.577;774.396.356
2026;Mayo;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;12;RECUPERACIÓN DE PRÉSTAMOS;0;299.557
2026;Mayo;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;21;GASTOS EN PERSONAL;4.646.570;26.307.725
2026;Mayo;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;22;BIENES Y SERVICIOS DE CONSUMO;1.355.184;5.464.911
2026;Mayo;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;23;PRESTACIONES DE SEGURIDAD SOCIAL;0;185.419
2026;Mayo;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;24;TRANSFERENCIAS CORRIENTES;145.911.301;616.638.099
2026;Mayo;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;25;INTEGROS AL FISCO;11.910;616.081
2026;Mayo;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;58.886;596.385
2026;Mayo;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;31;INICIATIVAS DE INVERSIÓN;4.623.196;15.056.784
2026;Mayo;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;33;TRANSFERENCIAS DE CAPITAL;0;2.903.631
2026;Mayo;PESOS;19;MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES;34;SERVICIO DE LA DEUDA;0;87.213.242
2026;Mayo;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;05;TRANSFERENCIAS CORRIENTES;763.371;1.262.961
2026;Mayo;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;08;OTROS INGRESOS CORRIENTES;34.631;229.685
2026;Mayo;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;09;APORTE FISCAL;1.464.204;11.023.115
2026;Mayo;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;12;RECUPERACIÓN DE PRÉSTAMOS;2.189;626.836
2026;Mayo;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;21;GASTOS EN PERSONAL;1.490.033;8.567.165
2026;Mayo;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;22;BIENES Y SERVICIOS DE CONSUMO;244.029;1.045.054
2026;Mayo;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;24;TRANSFERENCIAS CORRIENTES;482.271;2.185.144
2026;Mayo;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;25;INTEGROS AL FISCO;0;50.041
2026;Mayo;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;0;169.916
2026;Mayo;PESOS;20;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO;34;SERVICIO DE LA DEUDA;0;1.058.994
2026;Mayo;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;05;TRANSFERENCIAS CORRIENTES;81.642;281.985
2026;Mayo;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;08;OTROS INGRESOS CORRIENTES;-11.821.644;2.877.862
2026;Mayo;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;09;APORTE FISCAL;98.807.038;555.815.597
2026;Mayo;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;10;VENTA DE ACTIVOS NO FINANCIEROS;3.673;3.673
2026;Mayo;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;12;RECUPERACIÓN DE PRÉSTAMOS;-378;10.675.083
2026;Mayo;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;21;GASTOS EN PERSONAL;14.410.884;86.468.217
2026;Mayo;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;22;BIENES Y SERVICIOS DE CONSUMO;4.391.839;17.738.983
2026;Mayo;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;23;PRESTACIONES DE SEGURIDAD SOCIAL;0;644.588
2026;Mayo;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;24;TRANSFERENCIAS CORRIENTES;64.913.577;326.818.817
2026;Mayo;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;25;INTEGROS AL FISCO;156.022;912.748
2026;Mayo;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;26;OTROS GASTOS CORRIENTES;9.989;105.984
2026;Mayo;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;153.441;1.720.956
2026;Mayo;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;33;TRANSFERENCIAS DE CAPITAL;1.062.999;9.252.290
2026;Mayo;PESOS;21;MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA;34;SERVICIO DE LA DEUDA;138.765;116.520.682
2026;Mayo;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;05;TRANSFERENCIAS CORRIENTES;1.651;12.542
2026;Mayo;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;08;OTROS INGRESOS CORRIENTES;1.589;19.369
2026;Mayo;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;09;APORTE FISCAL;639.010;4.361.571
2026;Mayo;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;12;RECUPERACIÓN DE PRÉSTAMOS;0;563.562
2026;Mayo;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;21;GASTOS EN PERSONAL;687.708;3.629.915
2026;Mayo;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;22;BIENES Y SERVICIOS DE CONSUMO;79.310;375.348
2026;Mayo;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;23;PRESTACIONES DE SEGURIDAD SOCIAL;0;82.502
2026;Mayo;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;25;INTEGROS AL FISCO;0;8.767
2026;Mayo;PESOS;22;MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA DE LA REPÚBLICA;34;SERVICIO DE LA DEUDA;0;146.571
2026;Mayo;PESOS;23;MINISTERIO PÚBLICO;05;TRANSFERENCIAS CORRIENTES;408.564;4.515.280
2026;Mayo;PESOS;23;MINISTERIO PÚBLICO;08;OTROS INGRESOS CORRIENTES;301.416;1.177.650
2026;Mayo;PESOS;23;MINISTERIO PÚBLICO;09;APORTE FISCAL;24.566.595;138.660.702
2026;Mayo;PESOS;23;MINISTERIO PÚBLICO;12;RECUPERACIÓN DE PRÉSTAMOS;0;1.939.927
2026;Mayo;PESOS;23;MINISTERIO PÚBLICO;21;GASTOS EN PERSONAL;18.006.958;115.085.819
2026;Mayo;PESOS;23;MINISTERIO PÚBLICO;22;BIENES Y SERVICIOS DE CONSUMO;3.848.454;18.980.204
2026;Mayo;PESOS;23;MINISTERIO PÚBLICO;23;PRESTACIONES DE SEGURIDAD SOCIAL;327.675;598.702
2026;Mayo;PESOS;23;MINISTERIO PÚBLICO;24;TRANSFERENCIAS CORRIENTES;1.730.405;5.825.675
2026;Mayo;PESOS;23;MINISTERIO PÚBLICO;25;INTEGROS AL FISCO;6;9.457
2026;Mayo;PESOS;23;MINISTERIO PÚBLICO;26;OTROS GASTOS CORRIENTES;5.325;5.552
2026;Mayo;PESOS;23;MINISTERIO PÚBLICO;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;29.628;178.653
2026;Mayo;PESOS;23;MINISTERIO PÚBLICO;31;INICIATIVAS DE INVERSIÓN;233.541;707.720
2026;Mayo;PESOS;23;MINISTERIO PÚBLICO;34;SERVICIO DE LA DEUDA;0;4.033.312
2026;Mayo;PESOS;24;MINISTERIO DE ENERGÍA;05;TRANSFERENCIAS CORRIENTES;25.003;119.454
2026;Mayo;PESOS;24;MINISTERIO DE ENERGÍA;07;INGRESOS DE OPERACIÓN;216.457;1.386.769
2026;Mayo;PESOS;24;MINISTERIO DE ENERGÍA;08;OTROS INGRESOS CORRIENTES;90.773;532.184
2026;Mayo;PESOS;24;MINISTERIO DE ENERGÍA;09;APORTE FISCAL;4.329.757;36.551.832
2026;Mayo;PESOS;24;MINISTERIO DE ENERGÍA;12;RECUPERACIÓN DE PRÉSTAMOS;-157;2.904.611
2026;Mayo;PESOS;24;MINISTERIO DE ENERGÍA;21;GASTOS EN PERSONAL;3.638.536;20.541.526
2026;Mayo;PESOS;24;MINISTERIO DE ENERGÍA;22;BIENES Y SERVICIOS DE CONSUMO;787.194;4.156.671
2026;Mayo;PESOS;24;MINISTERIO DE ENERGÍA;23;PRESTACIONES DE SEGURIDAD SOCIAL;0;295.769
2026;Mayo;PESOS;24;MINISTERIO DE ENERGÍA;24;TRANSFERENCIAS CORRIENTES;519.517;1.952.400
2026;Mayo;PESOS;24;MINISTERIO DE ENERGÍA;25;INTEGROS AL FISCO;190.493;383.475
2026;Mayo;PESOS;24;MINISTERIO DE ENERGÍA;26;OTROS GASTOS CORRIENTES;30.974;30.974
2026;Mayo;PESOS;24;MINISTERIO DE ENERGÍA;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;50.832;562.062
2026;Mayo;PESOS;24;MINISTERIO DE ENERGÍA;31;INICIATIVAS DE INVERSIÓN;0;6.085
2026;Mayo;PESOS;24;MINISTERIO DE ENERGÍA;33;TRANSFERENCIAS DE CAPITAL;0;90.393
2026;Mayo;PESOS;24;MINISTERIO DE ENERGÍA;34;SERVICIO DE LA DEUDA;0;9.915.550
2026;Mayo;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;05;TRANSFERENCIAS CORRIENTES;8.917;146.016
2026;Mayo;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;08;OTROS INGRESOS CORRIENTES;162.900;682.605
2026;Mayo;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;09;APORTE FISCAL;6.432.955;38.302.511
2026;Mayo;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;12;RECUPERACIÓN DE PRÉSTAMOS;3;1.299.802
2026;Mayo;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;21;GASTOS EN PERSONAL;4.587.933;25.091.374
2026;Mayo;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;22;BIENES Y SERVICIOS DE CONSUMO;1.023.555;4.625.132
2026;Mayo;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;23;PRESTACIONES DE SEGURIDAD SOCIAL;48.312;184.550
2026;Mayo;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;24;TRANSFERENCIAS CORRIENTES;559.737;2.338.851
2026;Mayo;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;25;INTEGROS AL FISCO;0;54
2026;Mayo;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;26;OTROS GASTOS CORRIENTES;10.130;30.310
2026;Mayo;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;159.031;372.335
2026;Mayo;PESOS;25;MINISTERIO DEL MEDIO AMBIENTE;34;SERVICIO DE LA DEUDA;0;4.276.931
2026;Mayo;PESOS;26;MINISTERIO DEL DEPORTE;05;TRANSFERENCIAS CORRIENTES;1.124.748;7.329.384
2026;Mayo;PESOS;26;MINISTERIO DEL DEPORTE;06;RENTAS DE LA PROPIEDAD;156;996
2026;Mayo;PESOS;26;MINISTERIO DEL DEPORTE;07;INGRESOS DE OPERACIÓN;878.381;2.931.556
2026;Mayo;PESOS;26;MINISTERIO DEL DEPORTE;08;OTROS INGRESOS CORRIENTES;105.671;1.109.168
2026;Mayo;PESOS;26;MINISTERIO DEL DEPORTE;09;APORTE FISCAL;8.512.525;64.304.928
2026;Mayo;PESOS;26;MINISTERIO DEL DEPORTE;12;RECUPERACIÓN DE PRÉSTAMOS;-2.556;3.666.529
2026;Mayo;PESOS;26;MINISTERIO DEL DEPORTE;21;GASTOS EN PERSONAL;4.442.679;21.179.843
2026;Mayo;PESOS;26;MINISTERIO DEL DEPORTE;22;BIENES Y SERVICIOS DE CONSUMO;1.974.534;11.585.225
2026;Mayo;PESOS;26;MINISTERIO DEL DEPORTE;23;PRESTACIONES DE SEGURIDAD SOCIAL;162.078;619.527
2026;Mayo;PESOS;26;MINISTERIO DEL DEPORTE;24;TRANSFERENCIAS CORRIENTES;5.149.959;19.797.998
2026;Mayo;PESOS;26;MINISTERIO DEL DEPORTE;25;INTEGROS AL FISCO;121.244;627.246
2026;Mayo;PESOS;26;MINISTERIO DEL DEPORTE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;76.757;367.760
2026;Mayo;PESOS;26;MINISTERIO DEL DEPORTE;31;INICIATIVAS DE INVERSIÓN;388.162;664.927
2026;Mayo;PESOS;26;MINISTERIO DEL DEPORTE;33;TRANSFERENCIAS DE CAPITAL;2.953.439;4.165.888
2026;Mayo;PESOS;26;MINISTERIO DEL DEPORTE;34;SERVICIO DE LA DEUDA;0;10.844.081
2026;Mayo;PESOS;27;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;05;TRANSFERENCIAS CORRIENTES;35.029;167.587
2026;Mayo;PESOS;27;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;08;OTROS INGRESOS CORRIENTES;117.177;701.911
2026;Mayo;PESOS;27;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;09;APORTE FISCAL;3.356.343;47.747.484
2026;Mayo;PESOS;27;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;12;RECUPERACIÓN DE PRÉSTAMOS;0;1.713.581
2026;Mayo;PESOS;27;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;21;GASTOS EN PERSONAL;1.755.799;10.323.412
2026;Mayo;PESOS;27;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;22;BIENES Y SERVICIOS DE CONSUMO;318.344;1.659.329
2026;Mayo;PESOS;27;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;23;PRESTACIONES DE SEGURIDAD SOCIAL;0;77.869
2026;Mayo;PESOS;27;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;24;TRANSFERENCIAS CORRIENTES;1.444.659;35.221.767
2026;Mayo;PESOS;27;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;25;INTEGROS AL FISCO;0;58.629
2026;Mayo;PESOS;27;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;23.160;67.514
2026;Mayo;PESOS;27;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;34;SERVICIO DE LA DEUDA;-26;1.612.540
2026;Mayo;PESOS;28;SERVICIO ELECTORAL;05;TRANSFERENCIAS CORRIENTES;18.375;38.316
2026;Mayo;PESOS;28;SERVICIO ELECTORAL;08;OTROS INGRESOS CORRIENTES;12.950;168.424
2026;Mayo;PESOS;28;SERVICIO ELECTORAL;09;APORTE FISCAL;3.057.933;28.142.650
2026;Mayo;PESOS;28;SERVICIO ELECTORAL;10;VENTA DE ACTIVOS NO FINANCIEROS;0;3.236
2026;Mayo;PESOS;28;SERVICIO ELECTORAL;12;RECUPERACIÓN DE PRÉSTAMOS;1;59.695
2026;Mayo;PESOS;28;SERVICIO ELECTORAL;21;GASTOS EN PERSONAL;1.228.341;7.090.024
2026;Mayo;PESOS;28;SERVICIO ELECTORAL;22;BIENES Y SERVICIOS DE CONSUMO;346.183;1.531.435
2026;Mayo;PESOS;28;SERVICIO ELECTORAL;23;PRESTACIONES DE SEGURIDAD SOCIAL;0;87.241
2026;Mayo;PESOS;28;SERVICIO ELECTORAL;24;TRANSFERENCIAS CORRIENTES;808.377;12.165.678
2026;Mayo;PESOS;28;SERVICIO ELECTORAL;25;INTEGROS AL FISCO;20.796;36.553
2026;Mayo;PESOS;28;SERVICIO ELECTORAL;26;OTROS GASTOS CORRIENTES;0;6.927
2026;Mayo;PESOS;28;SERVICIO ELECTORAL;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;625;14.037
2026;Mayo;PESOS;28;SERVICIO ELECTORAL;34;SERVICIO DE LA DEUDA;0;11.579.273
2026;Mayo;PESOS;29;MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO;05;TRANSFERENCIAS CORRIENTES;74.821;235.742
2026;Mayo;PESOS;29;MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO;06;RENTAS DE LA PROPIEDAD;1.752;8.663
2026;Mayo;PESOS;29;MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO;07;INGRESOS DE OPERACIÓN;1.585;63.208
2026;Mayo;PESOS;29;MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO;08;OTROS INGRESOS CORRIENTES;515.732;2.639.724
2026;Mayo;PESOS;29;MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO;09;APORTE FISCAL;37.590.113;182.411.737
2026;Mayo;PESOS;29;MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO;12;RECUPERACIÓN DE PRÉSTAMOS;-2.020;3.697.553
2026;Mayo;PESOS;29;MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO;21;GASTOS EN PERSONAL;6.883.967;40.407.659
2026;Mayo;PESOS;29;MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO;22;BIENES Y SERVICIOS DE CONSUMO;1.834.709;8.777.477
